Sentence,Pattern Order,Chunks
The teams that our Victorian team runs Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window that our innocent chair writes innocent.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window that our innocent chair write innocent.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows that our new key were new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows that our new key was new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys who our guilty tables write guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys who our guilty tables writes guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee who our missing cabinets reads missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The committee who our missing cabinets read missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The chair who our old reports runs old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair who our old reports run old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys which our important doors write important.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys which our important doors writes important.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chairs which our missing officer jump missing.,NP -> NP -> RC VP -> RC -> VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The chairs which our missing officer jumps missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The blanket who our ornate team speaks ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blanket who our ornate team speak ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows who our ready key were ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows who our ready key was ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key which our Victorian table was Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key which our Victorian table were Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window that our Victorian window is Victorian.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window that our Victorian window are Victorian.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows which our senior table were senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows which our senior table was senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key who our Victorian tables is Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key who our Victorian tables are Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys which our damaged teams speak damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The keys which our damaged teams speaks damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The doors that our missing soldier are missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The doors that our missing soldier is missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The committee which our Victorian table runs Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our Victorian table run Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The soldier who our ready officers was ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldier who our ready officers were ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinets that our early cabinets jump early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinets that our early cabinets jumps early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldier who our ornate soldier is ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldier who our ornate soldier are ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The doors that our damaged doors write damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The doors that our damaged doors writes damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The key who our innocent blankets was innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key who our innocent blankets were innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys that our old team write old.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys that our old team writes old.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key which our Victorian staff has Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The key which our Victorian staff have Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The reports which our early officer have early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports which our early officer has early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams that our damaged tables read damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The teams that our damaged tables reads damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The tables which our Victorian windows write Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The tables which our Victorian windows writes Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The cabinets that our new teams have new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC')]"
The cabinets that our new teams has new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC')]"
The blankets which our late book read late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets which our late book reads late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blanket who our Victorian committee runs Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blanket who our Victorian committee run Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The soldier which our damaged staff jumps damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 6, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The soldier which our damaged staff jump damaged.,NP -> NP -> RC VP -> RC -> VP,"[(0, 2, 'NP'), (1, 3, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 7, 'NP'), (4, 5, 'VP'), (7, 8, 'VP')]"
The blankets which our innocent window were innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets which our innocent window was innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers that our early committee jump early.,NP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC')]"
The soldiers that our early committee jumps early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinet that our early soldiers reads early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinet that our early soldiers read early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The doors which our new door are new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The doors which our new door is new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports which our senior windows run senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports which our senior windows runs senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams which our guilty door read guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams which our guilty door reads guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The books which our old officer read old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The books which our old officer reads old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The officers who our Victorian windows run Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The officers who our Victorian windows runs Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff that our late officers has late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff that our late officers have late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our early windows runs early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our early windows run early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables that our ornate blankets run ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables that our ornate blankets runs ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The teams who our ornate soldiers were ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams who our ornate soldiers was ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows which our new cabinet jump new.,NP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (6, 3, 'NP -> RC VP'), (6, 7, 'RC')]"
The windows which our new cabinet jumps new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets who our senior book were senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets who our senior book was senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows who our early books write early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows who our early books writes early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports that our guilty team were guilty.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The reports that our guilty team was guilty.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The team who our innocent reports is innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The team who our innocent reports are innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table which our damaged cabinet was damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The table which our damaged cabinet were damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The key that our ornate teams reads ornate.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The key that our ornate teams read ornate.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The team that our early officers is early.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The team that our early officers are early.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers that our new blanket were new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers that our new blanket was new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets who our senior reports jump senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blankets who our senior reports jumps senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The book that our senior window is senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The book that our senior window are senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
